id,genre,track_name,location,preview_url,filename,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood,rms_calc,mean_energy,std_energy,min_energy,max_energy,max_rms,std_rms,median_rms,min_rms,mfcc_mean_00,mfcc_mean_01,mfcc_mean_02,mfcc_mean_03,mfcc_mean_04,mfcc_mean_05,mfcc_mean_06,mfcc_mean_07,mfcc_mean_08,mfcc_mean_09,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_std_00,mfcc_std_01,mfcc_std_02,mfcc_std_03,mfcc_std_04,mfcc_std_05,mfcc_std_06,mfcc_std_07,mfcc_std_08,mfcc_std_09,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_max_00,mfcc_max_01,mfcc_max_02,mfcc_max_03,mfcc_max_04,mfcc_max_05,mfcc_max_06,mfcc_max_07,mfcc_max_08,mfcc_max_09,mfcc_max_10,mfcc_max_11,mfcc_max_12,mfcc_max_13,mfcc_max_14,mfcc_max_15,mfcc_max_16,mfcc_max_17,mfcc_max_18,mfcc_max_19,mfcc_max_20,mfcc_max_21,mfcc_max_22,mfcc_max_23,mfcc_max_24,mfcc_max_25,mfcc_min_00,mfcc_min_01,mfcc_min_02,mfcc_min_03,mfcc_min_04,mfcc_min_05,mfcc_min_06,mfcc_min_07,mfcc_min_08,mfcc_min_09,mfcc_min_10,mfcc_min_11,mfcc_min_12,mfcc_min_13,mfcc_min_14,mfcc_min_15,mfcc_min_16,mfcc_min_17,mfcc_min_18,mfcc_min_19,mfcc_min_20,mfcc_min_21,mfcc_min_22,mfcc_min_23,mfcc_min_24,mfcc_min_25
1PMJtog6Oz1P5TQUyfPXYa,string orchestra,Fiddle Faddle,./scrapes/Happy/0041_Fiddle Faddle.mp3,https://p.scdn.co/mp3-preview/1e296711e1bc55120d97f182fbea17e9fc24d64e?cid=04efa8f320b849739fa98c7d12ffbe9c,0041_Fiddle Faddle.mp3,Metamorphose String Orchestra,0.454,0.226,2,-18.71,1,0.0447,0.589,0.799,0.0478,0.529,138.366,Happy,[[0.2413212  0.18592139 0.11760734 ... 0.08102095 0.08205528 0.07356539]],9.673474225309874,13.237222052464881,0.036849945260328865,156.92410370269556,0.55361754,0.068790816,0.1066339,0.008483664,-234.76752,174.25636,-13.930614,22.949993,27.743883,9.03109,2.7988315,7.5639634,7.5343447,2.6344516,4.38826,2.4110568,-2.845775,-2.8271122,1.5722082,-0.56490916,0.6962619,2.7309299,-1.2843056,0.2244016,2.8988147,-0.56607985,-2.94036,-3.806359,-3.6493444,-1.1798469,38.70799,17.852354,15.4903965,10.658719,8.320655,8.31989,7.042538,7.6366224,7.365439,8.184755,7.8723874,7.5082827,7.620769,9.517738,9.195625,8.101062,7.9189653,7.5082417,7.2302294,7.618986,6.821256,6.5620446,8.359914,8.329288,9.268857,8.862694,-147.68155,214.40912,56.1596,56.229774,54.339,40.73455,26.815182,33.88318,32.312996,30.903719,29.681215,34.853973,30.121964,35.43406,33.50344,26.070984,25.860542,25.604408,22.318417,26.284615,23.948902,23.522804,24.426117,33.03507,26.273167,31.939552,-386.5573,99.948,-55.799564,-6.5835943,-1.0044961,-15.941473,-20.870691,-17.480047,-14.155508,-26.179367,-21.121437,-26.85271,-40.19201,-31.956419,-24.555424,-25.369734,-26.050316,-20.224415,-22.505323,-25.953358,-19.287308,-22.347376,-40.140118,-28.294338,-32.13211,-30.110216
5YW7yQHgVxiWCMvmlV3ryP,classical era,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai"" - Instrumental Version",./scrapes/Happy/0042_Le nozze di Figaro K 492 Act I Non pi andrai Instrumental Version.mp3,https://p.scdn.co/mp3-preview/ccfe6e04ffb1dfbb605a8b9846dec2a55fda1457?cid=04efa8f320b849739fa98c7d12ffbe9c,0042_Le nozze di Figaro K 492 Act I Non pi andrai Instrumental Version.mp3,Wolfgang Amadeus Mozart,0.505,0.131,7,-16.833,1,0.0496,0.941,0.895,0.0979,0.434,145.696,Happy,[[0.08195    0.07517485 0.07300702 ... 0.00746187 0.00798614 0.00799693]],7.389092091585787,10.05420554968667,0.013866889069267474,87.04164282355254,0.41231444,0.070956625,0.07755202,0.0070770234,-245.75334,193.30148,-21.621586,14.084415,12.702575,-0.21999182,3.5588028,5.1364813,-0.49576008,-1.3517808,-2.5576227,-5.802826,-5.655159,-1.5164062,3.148111,0.8444387,0.4166645,-0.095326334,-0.49727118,-2.2397056,-3.294836,-4.847883,-0.39853686,4.5604215,1.5464225,-4.285457,81.15517,23.49884,28.470434,16.99383,12.582861,8.798716,6.8425374,7.2140684,7.267409,8.093375,7.242341,6.436302,7.3499017,7.7513037,7.376546,7.2359185,7.445124,6.7371197,6.3301287,6.316322,6.769291,7.3805194,7.738671,9.480053,11.390851,10.448292,-81.3598,244.95552,44.112484,54.157463,38.34684,24.594414,25.295376,29.562517,27.280764,33.177074,26.15093,18.56852,22.316246,22.006615,24.108204,23.255213,24.245348,22.877014,22.197186,17.371563,22.074402,23.963278,31.79055,40.730026,28.913372,29.062498,-435.26654,113.92026,-77.514084,-32.37936,-24.173119,-29.834774,-19.217972,-19.783827,-28.314571,-27.234417,-26.032207,-26.920155,-29.568617,-28.923786,-19.668264,-31.582634,-26.249834,-21.083027,-23.320545,-25.110168,-25.09653,-28.060738,-24.126396,-21.144573,-29.70561,-36.593132
74V6AIKsjo23i0EIMPIwmn,neoclassicism,"10 Pieces from Romeo and Juliet, Op. 75: No. 4, Masks - Live",./scrapes/Happy/0043_10 Pieces from Romeo and Juliet Op 75 No 4 Masks Live.mp3,https://p.scdn.co/mp3-preview/dce9110b7ef9e8cff2d0f230cf1fa048347296ee?cid=04efa8f320b849739fa98c7d12ffbe9c,0043_10 Pieces from Romeo and Juliet Op 75 No 4 Masks Live.mp3,Sergei Prokofiev,0.467,0.142,10,-21.795,1,0.0383,0.648,0.397,0.157,0.0611,93.615,Happy,[[0.05985745 0.06281024 0.07007304 ... 0.08923924 0.07020847 0.05897791]],8.17466476288522,8.045306155852488,0.10641614322242487,68.53216133972546,0.36585775,0.05516903,0.103698745,0.014416797,-259.6526,187.53134,3.737694,28.276735,14.623187,23.771816,10.338858,-0.37708765,-1.9453287,4.163132,3.4403782,-2.8969922,-2.3054707,1.7751042,-4.8709574,-2.1656973,2.9049268,-5.745375,2.4861646,-3.1865733,1.2701787,-2.165329,-7.8736606,0.55575705,3.6287422,5.6723766,71.32679,18.338741,28.41238,20.199558,15.371067,10.985368,8.522563,7.1666822,8.97496,9.362234,9.647228,10.193048,14.8770275,14.896502,10.833496,11.176426,9.669843,9.5561285,9.70579,8.786826,10.289024,11.335385,16.264452,12.664881,17.477757,11.01528,-91.07646,230.99283,73.2158,70.606384,48.05065,59.73797,39.233707,27.656437,35.742607,42.014336,51.608482,32.567314,47.70578,49.256485,33.552193,32.11044,35.433464,31.175297,48.967903,25.182232,32.402092,41.636913,45.387474,40.25012,46.91115,38.431923,-424.86914,127.79149,-70.42857,-31.951805,-30.889708,-10.446088,-22.109102,-23.715206,-44.214962,-27.618425,-26.606773,-32.284157,-56.311325,-37.45022,-47.157516,-44.821003,-26.864523,-35.65229,-29.4627,-29.891022,-38.171196,-32.315884,-48.934334,-30.913996,-51.881363,-28.116417
2tRniNA0Xl6I2c5dSoaWCM,classical,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala",./scrapes/Happy/0044_Carmen Suite No 1 No 5 Les dragons d Alcala.mp3,https://p.scdn.co/mp3-preview/0e5bfae3cbe8e012a51bcf1b5e4bd03a81572f9d?cid=04efa8f320b849739fa98c7d12ffbe9c,0044_Carmen Suite No 1 No 5 Les dragons d Alcala.mp3,Georges Bizet,0.551,0.0333,7,-34.082,1,0.06,0.976,0.0839,0.235,0.401,131.566,Happy,[[0.03089816 0.02968768 0.03670027 ... 0.07054355 0.063265   0.06191707]],3.6179466764586605,6.017505100850764,0.06524213010800306,89.13003896442433,0.41723147,0.04669025,0.055641897,0.011288314,-293.4078,183.34058,1.0672032,-8.255471,7.5916705,3.5232365,-3.5203922,-7.2233176,-7.9773,-3.4756384,-1.62247,-5.421832,-2.0231106,0.6083947,-0.9185287,1.2503723,4.6208687,3.7795606,2.7999308,2.4666812,3.1679487,1.9024832,-1.5689479,-0.36114746,0.90552545,1.4761043,47.22592,17.586178,31.618608,21.245077,15.409839,11.410867,9.919161,10.170269,8.7151,9.52822,8.460414,8.328949,9.947614,8.731623,9.332057,10.665093,10.135212,8.727942,7.4818654,7.6711044,7.296568,8.268958,8.477023,9.068125,10.30759,9.445023,-139.35591,245.25557,66.621,72.90163,45.488857,42.16745,25.033504,28.015884,20.053467,27.868568,23.803108,22.521175,34.90966,43.44275,30.955599,32.64613,31.961132,32.440094,24.397411,32.547813,26.604969,34.201317,34.669285,33.313076,34.41321,31.312235,-399.746,117.68942,-98.725815,-72.95117,-41.008656,-24.03098,-32.182106,-34.774662,-38.220436,-32.70797,-36.727623,-31.91911,-29.876053,-34.05792,-29.367983,-36.452126,-39.878117,-42.390266,-21.472734,-24.396034,-19.809147,-26.82497,-26.796257,-26.051754,-31.594128,-29.26731
2DoX2EpC90wz1LtB9Mkb0v,classical era,"Lo sposo deluso, K. 430: Ouverture. Allegro - Andante - Allegro",./scrapes/Happy/0045_Lo sposo deluso K 430 Ouverture Allegro Andante Allegro.mp3,https://p.scdn.co/mp3-preview/7b226f4aeaebaa5c82633bc55d671dda9198879e?cid=04efa8f320b849739fa98c7d12ffbe9c,0045_Lo sposo deluso K 430 Ouverture Allegro Andante Allegro.mp3,Wolfgang Amadeus Mozart,0.301,0.216,2,-15.938,1,0.0372,0.972,0.89,0.125,0.126,137.061,Happy,[[0.02029387 0.03422774 0.05125473 ... 0.08894459 0.09999023 0.12463218]],12.908770692977466,11.102602626774614,0.07811181958464752,89.24809687642768,0.4175077,0.06966809,0.14133227,0.012351605,-235.69284,220.30122,-16.587595,8.546818,24.263668,-6.754031,-4.207737,0.37553737,-6.425673,-6.5758667,-2.0817935,-1.6766516,-5.1275215,-4.607275,-0.99891543,-4.6290436,-3.1279612,0.91666985,-0.9740397,-0.38763636,0.020126438,-1.3042111,-3.9016035,-7.0475464,-5.442767,-1.0496264,45.599106,26.39408,16.353865,13.867104,10.372282,7.643659,8.043574,6.5057874,6.6708727,7.3828664,6.5648603,6.9002886,7.530999,7.263185,6.4250846,7.474414,7.4246626,6.0503845,6.3837204,6.6122346,5.8335314,7.2275686,8.24836,7.3352394,9.136439,9.565515,-135.09541,261.2034,34.811893,59.734047,52.642616,17.940712,19.881893,22.402308,17.929764,18.68621,16.332687,20.69083,18.652626,17.777275,21.517208,17.333433,22.708534,23.434914,19.459248,18.551006,18.734915,24.9118,28.1209,16.776161,39.435894,43.60411,-363.9725,121.924164,-63.14192,-27.729786,-8.836723,-26.97355,-28.823696,-19.96915,-24.566513,-27.593615,-24.90784,-25.356974,-31.14426,-28.968632,-26.162481,-28.948725,-28.875021,-20.453762,-19.175621,-24.611925,-19.630556,-23.36544,-32.523014,-30.672636,-31.965815,-35.71598
45AGuejzfcRMgNeAxoF6Ce,classical era,"Eine kleine Nachtmusik in G Major, K. 525: IV. Rondò. Allegro",./scrapes/Happy/0046_Eine kleine Nachtmusik in G Major K 525 IV Rond Allegro.mp3,https://p.scdn.co/mp3-preview/aa999c7ddb232be6157097eb5957368de2713810?cid=04efa8f320b849739fa98c7d12ffbe9c,0046_Eine kleine Nachtmusik in G Major K 525 IV Rond Allegro.mp3,Wolfgang Amadeus Mozart,0.462,0.182,2,-20.807,1,0.0361,0.969,0.899,0.243,0.688,111.877,Happy,[[0.05356762 0.04746794 0.05454138 ... 0.20366757 0.23685387 0.25347885]],5.6861882616132755,7.604497803745498,0.007250723690527927,77.32083431394199,0.38860938,0.053532474,0.07777612,0.003763186,-235.42715,201.77336,-35.519085,4.930894,14.986302,-5.667695,-5.325185,-9.551224,-5.8529363,-6.2936225,-5.50959,-5.4641957,-8.579756,-7.1345916,-3.5612037,-2.6719232,-3.6861176,-3.470499,-3.173876,-3.1871462,-0.80524987,0.6738392,-0.5714169,-1.7305886,-2.8869758,-3.2462263,49.78139,18.678913,19.398663,12.630841,9.170629,6.6134224,6.017198,7.190365,6.429465,5.617059,6.139003,6.033186,5.6809635,6.8926063,6.9707165,7.072867,6.5795527,6.811097,6.9840117,6.7499547,7.249303,7.540228,7.534246,7.8412766,7.559601,7.76425,-111.17461,242.64552,44.231514,46.889122,41.318367,21.054995,12.387825,12.793508,18.779278,10.303316,14.632183,15.684277,11.680819,13.684654,24.444366,21.003393,15.525085,23.637028,23.39436,22.222164,21.081444,23.690746,23.227201,28.831814,31.59832,20.601929,-435.0777,107.45285,-81.5193,-30.174726,-13.716322,-30.034908,-26.950916,-31.862177,-25.314129,-26.801981,-27.240826,-28.276737,-26.620058,-29.48328,-25.899868,-29.205173,-25.618898,-30.366184,-21.885183,-23.960056,-22.142511,-22.303572,-26.840178,-24.394392,-27.852482,-31.54832
1ISbc05WTtcVh7q7QOXuu4,pops orchestra,William Tell Overture,./scrapes/Happy/0047_William Tell Overture.mp3,https://p.scdn.co/mp3-preview/588360ca70b328b26bd952933ea2501982232027?cid=04efa8f320b849739fa98c7d12ffbe9c,0047_William Tell Overture.mp3,Boston Pops Orchestra,0.324,0.682,4,-10.208,1,0.0619,0.763,0.658,0.127,0.645,169.329,Happy,[[0.12828405 0.12786582 0.12599024 ... 0.07773454 0.05927442 0.06929174]],12.157035793438597,8.394069044343375,0.30039878865899716,47.917686415455705,0.30592358,0.056081753,0.14587986,0.024222229,-118.74283,157.76956,-68.86702,75.556244,-20.300182,24.192682,-8.647342,2.1773386,3.4988344,-6.9463573,-4.3025975,-0.43714774,6.989763,-10.976407,0.86137235,-2.0256789,-2.1168783,1.0422304,1.2404586,-1.5787703,6.8469715,-0.7692082,-2.653498,2.740903,-2.2435343,2.8418365,48.227486,15.282799,14.326827,12.154366,11.54492,9.978264,10.043784,8.546403,8.669313,8.245868,8.678314,8.539892,7.929433,8.840923,8.217354,7.7343864,7.1336255,7.127649,7.32693,7.732818,7.7745295,8.803294,8.470912,8.476463,7.9977436,7.7365756,-8.766196,194.86548,-27.585684,119.837135,24.12364,60.641796,26.629225,30.432472,35.80291,23.855444,19.176949,40.408566,36.621483,22.67488,30.303047,28.00614,23.788418,29.436214,26.902836,27.272612,35.19837,31.047787,24.637344,31.674028,24.990395,32.429993,-272.83917,89.101425,-118.93381,41.63337,-49.509575,-12.231106,-37.621796,-26.2219,-25.053856,-34.653816,-35.212063,-26.943253,-18.749481,-35.944023,-25.07256,-28.406712,-25.519772,-32.07463,-22.962608,-26.00689,-22.08133,-33.012794,-29.928633,-24.586912,-26.103184,-22.543327
6nLlJi9YelHu6ljTDBA12U,early music,"Music for the Royal Fireworks, HWV 351 ""La Réjouissance"": IV. Allegro",./scrapes/Happy/0048_Music for the Royal Fireworks HWV 351 La R jouissance IV Allegro.mp3,https://p.scdn.co/mp3-preview/5306d337732a47f3e2aa5164141f5576406dfcbd?cid=04efa8f320b849739fa98c7d12ffbe9c,0048_Music for the Royal Fireworks HWV 351 La R jouissance IV Allegro.mp3,George Frideric Handel,0.57,0.288,2,-13.782,1,0.034,0.965,0.884,0.0661,0.682,100.789,Happy,[[0.12432225 0.12573645 0.12072848 ... 0.12249079 0.11832595 0.12145086]],8.606867148129501,7.7615033616569775,0.16219684033478088,63.549948785408674,0.3523081,0.05319841,0.112013504,0.017798616,-238.7724,217.43275,-58.593037,-7.7835994,13.197494,-16.544233,-10.678064,-18.15306,-18.93678,-15.729498,-13.566057,-5.160314,-3.6821969,-3.835079,-5.3378396,-8.098636,-7.5190897,-4.8026586,0.22444588,2.547512,3.4281433,3.875718,1.7255247,-2.6833792,-4.2276835,0.48690084,47.906303,15.340889,23.447647,20.503345,9.816879,10.325539,9.610506,9.80352,10.134938,8.419234,7.5205064,8.803968,7.5576525,9.745053,9.1148205,8.7649,8.031757,7.7557545,6.7859235,6.6161814,7.39536,8.372517,8.521098,9.147735,9.126762,8.57066,-129.39255,259.5088,30.593857,43.328423,43.239784,18.39433,16.525635,12.494516,17.260437,14.732666,9.028755,18.63955,22.351494,26.074572,27.667625,20.02224,22.323545,20.447697,20.18979,24.652987,31.619041,31.997686,29.76247,26.551926,30.388186,31.635675,-385.14774,152.09555,-107.456116,-49.94429,-21.45314,-47.996574,-39.576485,-46.321404,-48.012375,-41.87752,-36.949646,-29.298285,-30.303423,-36.467064,-33.2902,-32.640083,-30.484419,-27.758095,-24.075798,-18.45968,-24.763802,-21.672798,-27.196247,-35.131126,-34.112896,-25.418972
0hwNPstq5yBTyc3xw3KCC7,polish classical,"Waltzes, Op. 64: No. 1 in D-Flat Major ""Minute Waltz""",./scrapes/Happy/0049_Waltzes Op 64 No 1 in D Flat Major Minute Waltz.mp3,https://p.scdn.co/mp3-preview/eab56b199887bfa30855b6de77549c7b7c403836?cid=04efa8f320b849739fa98c7d12ffbe9c,0049_Waltzes Op 64 No 1 in D Flat Major Minute Waltz.mp3,Frédéric Chopin,0.363,0.12,8,-24.454,1,0.0344,0.982,0.956,0.244,0.462,100.75,Happy,[[0.15963055 0.16803238 0.19721119 ... 0.13728505 0.10250621 0.10989252]],15.432512200949219,14.11053010115291,0.1731397633601457,133.9926899413224,0.5115706,0.07180833,0.14964575,0.018389225,-266.51447,210.9067,16.425938,-27.532207,3.3724754,0.18901171,-11.510524,-9.584364,-8.753087,-6.7265716,-0.5187992,2.6986399,1.707026,-0.5899311,-3.8719232,-7.819867,-9.193958,-4.773815,2.9802315,7.57762,6.0067,0.84288794,-3.3095748,-3.1791687,0.28643015,1.6446326,41.77465,25.12238,20.17727,10.070589,11.181122,8.721322,7.4961734,8.017722,9.660352,10.684474,10.753901,10.415875,10.942126,11.756586,10.908777,9.0211525,9.791122,13.313439,17.143658,14.860163,10.265379,8.843397,8.685079,9.91526,11.027396,8.893453,-136.32985,262.34363,71.17653,15.478377,32.098045,25.866062,18.071537,27.25848,36.099266,30.96333,36.498116,36.361465,34.795044,35.857475,32.016205,18.435204,16.386673,33.93232,54.06539,52.698223,42.57115,35.83828,26.226711,25.280571,34.628304,30.888815,-393.80865,118.527695,-31.02275,-63.305386,-37.51905,-24.986845,-39.7379,-32.60893,-32.805855,-29.537197,-23.625366,-22.1798,-29.129229,-31.973997,-37.78495,-34.579548,-35.492905,-35.60347,-30.649723,-22.23108,-23.358326,-22.256634,-27.369404,-30.429092,-31.292328,-26.47363
5g4pJX2KPxecIE1r4IOHQI,early romantic era,"Symphony No. 4 in A Major, Op. 90, MWV N16 ""Italian"": I. Allegro Vivace",./scrapes/Happy/0050_Symphony No 4 in A Major Op 90 MWV N16 Italian I Allegro Vivace.mp3,https://p.scdn.co/mp3-preview/060a8528236475a162028f23c0c02560401e384b?cid=04efa8f320b849739fa98c7d12ffbe9c,0050_Symphony No 4 in A Major Op 90 MWV N16 Italian I Allegro Vivace.mp3,Felix Mendelssohn,0.257,0.219,9,-20.989,1,0.0397,0.82,0.904,0.108,0.268,106.495,Happy,[[0.21723458 0.28200445 0.2706975  ... 0.04430349 0.04154909 0.04558449]],14.750298043866495,10.292064876433894,0.10637467551880242,68.07808286845511,0.36464366,0.061906204,0.16049609,0.014413988,-191.99837,214.00925,-37.103146,29.134735,11.246684,0.58118147,0.8235827,0.42313,0.6000308,-3.413405,-2.3515038,-4.177074,-2.5466077,-2.008211,1.2375456,-3.4449902,-3.0065663,-1.1579411,-0.9351664,-1.1436763,-3.2784514,-2.462866,-1.997264,-1.1639056,-5.4884286,-8.201058,62.59939,14.464976,26.399698,12.296261,12.898449,8.804484,7.1341686,6.6743855,6.183541,7.1062117,6.8624735,6.7089295,8.488313,8.317842,6.71131,7.384709,6.9331245,6.249792,5.727309,5.998414,6.2673354,7.0948615,8.198221,7.6362915,8.722714,7.764688,-89.051834,250.24957,67.87213,59.652634,50.248245,33.173985,25.487011,23.018402,26.855003,22.885292,20.94035,24.948109,27.552605,25.809345,27.076115,19.913548,19.873665,19.127567,21.572727,17.581944,18.745539,21.151028,20.322065,25.428692,26.26416,13.523022,-384.3411,166.7751,-80.52932,-3.3002334,-24.55891,-24.472654,-23.004917,-24.059528,-19.826298,-26.030787,-24.063875,-25.118603,-27.733074,-25.61446,-20.413986,-26.430351,-26.917948,-22.52707,-19.830387,-23.244198,-24.650303,-24.592638,-33.668205,-26.315144,-30.383244,-30.741718
5C8ZHJ4kZsP8wWkS0YZnRd,orchestra,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity",./scrapes/Happy/0051_The Planets Op 32 IV Jupiter the Bringer of Jollity.mp3,https://p.scdn.co/mp3-preview/dcb9edb4a6572c2784c9610653ed9a08b4887a86?cid=04efa8f320b849739fa98c7d12ffbe9c,0051_The Planets Op 32 IV Jupiter the Bringer of Jollity.mp3,London Philharmonic Orchestra,0.249,0.302,7,-14.062,0,0.034,0.938,0.839,0.059,0.262,147.882,Happy,[[0.2726071  0.26826394 0.28163648 ... 0.03261483 0.03125849 0.03186266]],16.201306800389062,12.554548060733811,0.015531551680867839,60.59584152916682,0.34402215,0.08582212,0.17952108,0.005507727,-198.32597,185.52475,-35.80193,20.541689,-11.075228,6.669051,-6.111058,8.204253,-5.2762275,-1.6293087,-5.258657,-3.4997108,2.1372507,0.15798336,4.922518,-4.337257,1.4299239,-1.9134405,5.865577,3.4764545,2.634724,-3.2427611,-6.936251,-4.0182495,2.2015812,8.136645,106.79445,26.854624,19.909979,27.039762,10.210896,13.53405,7.3910627,9.058233,8.123742,8.036435,7.7914376,8.591649,9.480978,10.758884,8.7143755,8.692813,8.144712,9.094725,8.090517,10.875773,8.384574,8.908464,10.497934,9.093499,13.27492,13.841964,-66.9258,245.76508,18.929403,60.106216,17.513145,38.131786,21.019028,33.643257,22.403091,23.03558,23.585152,26.175314,40.08587,40.594902,40.085094,26.105644,29.355843,33.646946,35.53904,31.816414,33.298954,24.941551,38.442814,30.226181,41.84323,53.183773,-424.96866,119.3589,-73.51921,-55.005142,-43.37246,-31.595688,-37.47561,-26.142359,-32.342346,-34.67999,-32.031578,-33.715393,-26.455917,-29.686386,-28.040524,-28.360802,-26.33089,-29.297642,-16.545792,-29.96321,-23.683895,-33.52069,-36.224438,-35.517998,-32.515457,-39.446053
2tRniNA0Xl6I2c5dSoaWCM,french romanticism,"Carmen Suite No. 1: No. 5, Les dragons d'Alcala",./scrapes/Happy/0052_Carmen Suite No 1 No 5 Les dragons d Alcala.mp3,https://p.scdn.co/mp3-preview/0e5bfae3cbe8e012a51bcf1b5e4bd03a81572f9d?cid=04efa8f320b849739fa98c7d12ffbe9c,0052_Carmen Suite No 1 No 5 Les dragons d Alcala.mp3,Georges Bizet,0.551,0.0333,7,-34.082,1,0.06,0.976,0.0839,0.235,0.401,131.566,Happy,[[0.03089816 0.02968768 0.03670027 ... 0.07054355 0.063265   0.06191707]],3.6179466764586605,6.017505100850764,0.06524213010800306,89.13003896442433,0.41723147,0.04669025,0.055641897,0.011288314,-293.4078,183.34058,1.0672032,-8.255471,7.5916705,3.5232365,-3.5203922,-7.2233176,-7.9773,-3.4756384,-1.62247,-5.421832,-2.0231106,0.6083947,-0.9185287,1.2503723,4.6208687,3.7795606,2.7999308,2.4666812,3.1679487,1.9024832,-1.5689479,-0.36114746,0.90552545,1.4761043,47.22592,17.586178,31.618608,21.245077,15.409839,11.410867,9.919161,10.170269,8.7151,9.52822,8.460414,8.328949,9.947614,8.731623,9.332057,10.665093,10.135212,8.727942,7.4818654,7.6711044,7.296568,8.268958,8.477023,9.068125,10.30759,9.445023,-139.35591,245.25557,66.621,72.90163,45.488857,42.16745,25.033504,28.015884,20.053467,27.868568,23.803108,22.521175,34.90966,43.44275,30.955599,32.64613,31.961132,32.440094,24.397411,32.547813,26.604969,34.201317,34.669285,33.313076,34.41321,31.312235,-399.746,117.68942,-98.725815,-72.95117,-41.008656,-24.03098,-32.182106,-34.774662,-38.220436,-32.70797,-36.727623,-31.91911,-29.876053,-34.05792,-29.367983,-36.452126,-39.878117,-42.390266,-21.472734,-24.396034,-19.809147,-26.82497,-26.796257,-26.051754,-31.594128,-29.26731
1rr8JLDBh2p9t8i2NfpEtC,classical trombone,"Slavonic Dances, Op. 46: No. 4, Sousedská",./scrapes/Happy/0053_Slavonic Dances Op 46 No 4 Sousedsk.mp3,https://p.scdn.co/mp3-preview/f55d8a613f2f70b095e9799c442336c0e2f0d902?cid=04efa8f320b849739fa98c7d12ffbe9c,0053_Slavonic Dances Op 46 No 4 Sousedsk.mp3,Ricardo Casero,0.153,0.0138,5,-28.865,1,0.0368,0.954,0.87,0.102,0.0735,75.857,Happy,[[0.09636284 0.08554944 0.07403062 ... 0.08181524 0.07061592 0.06327114]],8.475860312736048,8.558127567677628,0.014382180445849713,47.193803441306414,0.303604,0.0652993,0.10071547,0.0053000185,-237.39075,213.61967,-20.08697,15.687275,-0.9519353,6.1712832,-6.566008,3.1106749,-7.3819704,-5.38314,-4.3283553,-4.2486405,-0.24796614,-3.347425,0.61493134,-5.388986,-3.0200055,-5.1230717,-0.36001384,-2.4106152,-2.719877,-5.2043986,-4.2591033,0.53792983,0.16124742,0.7231598,92.89078,27.493937,30.44455,16.652342,17.804743,12.330624,10.756777,10.135796,8.212709,7.6985,7.2862225,6.591265,7.336319,7.7427855,6.980911,7.117821,7.1193385,7.3983088,6.5957136,8.03019,6.858042,6.993707,7.2135296,8.605245,7.584608,7.7281117,-67.52754,267.37006,59.47116,65.89917,40.944283,45.571358,24.632847,39.147682,18.124748,23.69008,19.550093,15.080035,23.54897,31.173166,24.36484,13.743109,31.945026,18.15225,28.094734,21.935257,19.055378,15.320423,21.340069,37.153732,26.16877,27.5996,-454.4578,129.74634,-78.44001,-22.751637,-53.156357,-26.894407,-42.768097,-24.855598,-47.080284,-26.444185,-34.294693,-25.91595,-28.756218,-24.970016,-23.20417,-28.589535,-25.617157,-29.214376,-22.2317,-35.598934,-23.819855,-30.262808,-29.712963,-29.557085,-28.104725,-26.690851
